Humidity (%),,temp c,,temp f,,voc,co2-analog,,co2-digital,,date,time,PM1.0,PM2.5,PM10
58.4,,34.1,,93.38,,92,395,,1,,6/16/2024,16:50:13,24,44,49
58.4,,34.2,,93.56,,92,396,,1,,6/16/2024,16:50:20,25,46,53
58.3,,34.2,,93.56,,93,394,,1,,6/16/2024,16:50:27,27,48,51
58.3,,34.2,,93.56,,93,390,,1,,6/16/2024,16:50:34,27,47,47
58.4,,34.2,,93.56,,94,384,,1,,6/16/2024,16:50:41,26,46,48
58.3,,34.2,,93.56,,95,387,,1,,6/16/2024,16:50:48,26,45,47
58.4,,34.1,,93.38,,95,388,,1,,6/16/2024,16:50:55,10,28,29
58.4,,34.1,,93.38,,94,390,,1,,6/16/2024,16:51:02,3,18,18
58.4,,34.1,,93.38,,93,389,,1,,6/16/2024,16:51:09,8,24,25
58.4,,34.1,,93.38,,92,387,,1,,6/16/2024,16:51:16,13,29,30
58.4,,34.1,,93.38,,94,390,,1,,6/16/2024,16:51:23,23,38,40
58.6,,34.1,,93.38,,95,392,,1,,6/16/2024,16:51:30,24,46,50
58.4,,34.1,,93.38,,94,392,,1,,6/16/2024,16:51:37,25,47,51
58.5,,34.1,,93.38,,93,394,,1,,6/16/2024,16:51:44,26,49,52
58.4,,34.1,,93.38,,92,387,,1,,6/16/2024,16:51:51,24,48,49
58.5,,34.2,,93.56,,92,390,,1,,6/16/2024,16:51:58,24,43,46
58.5,,34,,93.2,,93,388,,1,,6/16/2024,16:52:05,22,40,46
58.5,,34.1,,93.38,,93,389,,1,,6/16/2024,16:52:12,22,39,44
58.5,,34.1,,93.38,,94,389,,1,,6/16/2024,16:52:19,23,42,47
58.5,,34.1,,93.38,,93,391,,1,,6/16/2024,16:52:26,24,47,53
58.5,,34.1,,93.38,,92,388,,1,,6/16/2024,16:52:33,11,35,37
58.5,,34.1,,93.38,,92,386,,1,,6/16/2024,16:52:40,2,22,25
58.5,,34.1,,93.38,,94,388,,1,,6/16/2024,16:52:47,10,28,33
58.6,,34.1,,93.38,,96,390,,1,,6/16/2024,16:52:54,21,40,47
58.5,,34.1,,93.38,,94,392,,1,,6/16/2024,16:53:01,24,43,47
58.4,,34,,93.2,,93,386,,1,,6/16/2024,16:53:08,24,40,42
58.7,,34,,93.2,,92,384,,1,,6/16/2024,16:53:15,26,43,47
58.7,,34,,93.2,,93,388,,1,,6/16/2024,16:53:23,26,44,47
58.7,,34,,93.2,,96,390,,1,,6/16/2024,16:53:30,10,29,31
58.5,,34.1,,93.38,,96,380,,1,,6/16/2024,16:53:37,2,18,23
58.5,,34,,93.2,,95,387,,1,,6/16/2024,16:53:44,8,27,30
58.7,,34.1,,93.38,,91,390,,1,,6/16/2024,16:53:51,12,29,31
58.6,,34,,93.2,,91,389,,1,,6/16/2024,16:53:58,21,38,38
58.6,,34,,93.2,,91,391,,1,,6/16/2024,16:54:05,24,43,45
58.4,,34.1,,93.38,,91,387,,1,,6/16/2024,16:54:12,26,46,49
58.5,,34.1,,93.38,,91,388,,1,,6/16/2024,16:54:19,26,45,48
58.7,,34,,93.2,,91,389,,1,,6/16/2024,16:54:26,26,44,46
58.6,,34,,93.2,,92,388,,1,,6/16/2024,16:54:33,26,45,48
58.8,,34,,93.2,,94,389,,1,,6/16/2024,16:54:40,24,44,47
58.7,,34.1,,93.38,,94,385,,1,,6/16/2024,16:54:47,24,44,46
58.8,,34,,93.2,,93,386,,1,,6/16/2024,16:54:54,26,44,46
58.5,,34,,93.2,,92,388,,1,,6/16/2024,16:55:01,27,46,48
58.7,,34,,93.2,,92,387,,1,,6/16/2024,16:55:08,25,43,51
58.6,,34.1,,93.38,,92,390,,1,,6/16/2024,16:55:15,23,38,49
58.8,,34.1,,93.38,,92,380,,1,,6/16/2024,16:55:22,22,38,45
58.6,,34.1,,93.38,,92,387,,1,,6/16/2024,16:55:29,23,44,47
58.8,,34,,93.2,,91,384,,1,,6/16/2024,16:55:36,24,47,52
58.7,,34,,93.2,,91,380,,1,,6/16/2024,16:55:43,25,45,59
58.6,,34,,93.2,,91,378,,1,,6/16/2024,16:55:50,23,42,53
58.7,,34,,93.2,,91,382,,1,,6/16/2024,16:55:57,24,46,50
58.5,,34,,93.2,,93,382,,1,,6/16/2024,16:56:04,25,46,50
58.7,,34.1,,93.38,,91,384,,1,,6/16/2024,16:56:11,28,47,51
58.4,,34,,93.2,,91,382,,1,,6/16/2024,16:56:18,29,48,51
58.6,,34.1,,93.38,,93,380,,1,,6/16/2024,16:56:25,26,47,52
58.6,,34.1,,93.38,,92,382,,1,,6/16/2024,16:56:32,27,46,50
58.7,,34.1,,93.38,,92,384,,1,,6/16/2024,16:56:39,25,44,46
58.6,,34.1,,93.38,,92,384,,1,,6/16/2024,16:56:47,23,43,49
58.6,,34.1,,93.38,,92,385,,1,,6/16/2024,16:56:54,27,50,56
58.5,,34.1,,93.38,,91,388,,1,,6/16/2024,16:57:01,26,45,52
58.5,,34.1,,93.38,,92,387,,1,,6/16/2024,16:57:08,25,44,49
58.6,,34.1,,93.38,,91,389,,1,,6/16/2024,16:57:15,21,41,48
58.5,,34.1,,93.38,,93,373,,1,,6/16/2024,16:57:22,23,43,49
58.6,,34.1,,93.38,,92,368,,1,,6/16/2024,16:57:29,24,45,47
58.6,,34,,93.2,,92,370,,1,,6/16/2024,16:57:36,26,48,52
58.5,,34.1,,93.38,,92,368,,1,,6/16/2024,16:57:43,28,50,52
58.6,,34.1,,93.38,,92,364,,1,,6/16/2024,16:57:50,29,48,50
58.5,,34.1,,93.38,,92,383,,1,,6/16/2024,16:57:57,28,44,47
58.5,,34.1,,93.38,,92,391,,1,,6/16/2024,16:58:04,27,49,54
58.6,,34.1,,93.38,,92,397,,1,,6/16/2024,16:58:11,26,47,52
58.6,,34.1,,93.38,,92,400,,1,,6/16/2024,16:58:18,1,19,19
58.6,,34.2,,93.56,,91,399,,1,,6/16/2024,16:58:25,1,20,21
58.6,,34.1,,93.38,,92,397,,1,,6/16/2024,16:58:32,10,28,29
59.4,,34,,93.2,,94,412,,1,,6/16/2024,16:31:41,22,40,40
59.6,,34,,93.2,,91,426,,1,,6/16/2024,16:31:48,23,44,45
59.6,,34,,93.2,,93,423,,1,,6/16/2024,16:31:55,11,28,33
59.4,,34.1,,93.38,,92,413,,1,,6/16/2024,16:32:02,3,16,20
59.5,,34,,93.2,,91,419,,1,,6/16/2024,16:32:09,9,23,25
59.5,,34,,93.2,,94,421,,1,,6/16/2024,16:32:16,19,33,36
59.5,,34.1,,93.38,,92,424,,1,,6/16/2024,16:32:23,23,41,45
59.5,,34.1,,93.38,,93,419,,1,,6/16/2024,16:32:30,27,44,48
59.4,,34.1,,93.38,,92,415,,1,,6/16/2024,16:32:37,25,40,46
59.4,,34,,93.2,,92,415,,1,,6/16/2024,16:32:44,27,45,50
59.5,,34,,93.2,,93,406,,1,,6/16/2024,16:32:51,25,43,50
59.4,,34.1,,93.38,,94,408,,1,,6/16/2024,16:32:58,25,44,53
59.5,,34.1,,93.38,,93,410,,1,,6/16/2024,16:33:06,22,41,45
59.5,,34,,93.2,,93,409,,1,,6/16/2024,16:33:13,25,42,46
59.5,,34,,93.2,,96,407,,1,,6/16/2024,16:33:20,28,46,50
59.6,,34,,93.2,,99,409,,1,,6/16/2024,16:33:27,16,37,43
59.5,,34,,93.2,,97,407,,1,,6/16/2024,16:33:34,4,22,26
59.8,,34.1,,93.38,,97,405,,1,,6/16/2024,16:33:41,6,21,24
59.7,,34,,93.2,,97,406,,1,,6/16/2024,16:33:48,10,26,30
59.5,,34.1,,93.38,,97,417,,1,,6/16/2024,16:33:55,8,25,29
59.5,,34,,93.2,,96,410,,1,,6/16/2024,16:34:02,3,24,28
59.4,,34,,93.2,,97,406,,1,,6/16/2024,16:34:09,8,31,39
59.4,,34.1,,93.38,,97,405,,1,,6/16/2024,16:34:16,19,39,45
59.5,,34.1,,93.38,,96,403,,1,,6/16/2024,16:34:23,25,41,44
59.3,,34,,93.2,,96,408,,1,,6/16/2024,16:34:30,24,41,43
59.4,,34.1,,93.38,,96,407,,1,,6/16/2024,16:34:37,25,41,43
59.4,,34.1,,93.38,,96,407,,1,,6/16/2024,16:34:44,24,42,48
59.5,,34.1,,93.38,,95,405,,1,,6/16/2024,16:34:51,24,42,48
59.4,,34.1,,93.38,,96,413,,1,,6/16/2024,16:34:58,11,29,35
59.6,,34,,93.2,,98,410,,1,,6/16/2024,16:35:05,2,21,22
59.5,,34.1,,93.38,,98,404,,1,,6/16/2024,16:35:12,9,31,33
60.7,,34.1,,93.38,,97,413,,1,,6/16/2024,16:35:19,24,45,50
59.5,,34.1,,93.38,,96,418,,1,,6/16/2024,16:35:26,27,48,53
59.2,,34.1,,93.38,,98,423,,1,,6/16/2024,16:35:33,27,51,59
60,,34.2,,93.56,,644,431,,1,,6/16/2024,16:35:40,23,44,48
59.4,,34.1,,93.38,,631,431,,1,,6/16/2024,16:35:47,25,45,48
59.4,,34.2,,93.56,,632,430,,1,,6/16/2024,16:35:54,23,42,43
59.3,,34.1,,93.38,,634,429,,1,,6/16/2024,16:36:01,24,38,41
59.3,,34.2,,93.56,,634,427,,1,,6/16/2024,16:36:08,26,39,47
59.3,,34.2,,93.56,,635,426,,1,,6/16/2024,16:36:15,26,40,46
59.3,,34.1,,93.38,,630,426,,1,,6/16/2024,16:36:22,23,41,41
59.2,,34.2,,93.56,,628,428,,1,,6/16/2024,16:36:30,24,43,44
59.1,,34.2,,93.56,,634,425,,1,,6/16/2024,16:36:37,26,43,45
59.2,,34.1,,93.38,,636,425,,1,,6/16/2024,16:36:44,26,42,44
59.1,,34.2,,93.56,,632,429,,1,,6/16/2024,16:36:51,23,39,41
59.1,,34.3,,93.74,,632,428,,1,,6/16/2024,16:36:58,24,41,47
59.8,,34.2,,93.56,,634,449,,1,,6/16/2024,16:37:05,26,42,48
59.1,,34.2,,93.56,,632,446,,1,,6/16/2024,16:37:12,25,39,45
59,,34.2,,93.56,,634,443,,1,,6/16/2024,16:37:19,24,39,46
59,,34.2,,93.56,,634,441,,1,,6/16/2024,16:37:26,20,40,49
59.1,,34.2,,93.56,,636,441,,1,,6/16/2024,16:37:33,21,39,46
59,,34.3,,93.74,,637,439,,1,,6/16/2024,16:37:40,24,46,46
58.9,,34.3,,93.74,,629,440,,1,,6/16/2024,16:37:47,25,47,48
59.3,,34.2,,93.56,,635,440,,1,,6/16/2024,16:37:54,22,38,41
59,,34.3,,93.74,,629,440,,1,,6/16/2024,16:38:01,22,38,41
58.9,,34.3,,93.74,,639,439,,1,,6/16/2024,16:38:08,24,39,46
58.9,,34.3,,93.74,,633,438,,1,,6/16/2024,16:38:15,24,46,52
58.8,,34.3,,93.74,,629,437,,1,,6/16/2024,16:38:22,24,44,48
58.9,,34.3,,93.74,,644,438,,1,,6/16/2024,16:38:29,23,40,42
59.5,,34.2,,93.56,,643,437,,1,,6/16/2024,16:38:36,23,37,41
59,,34.2,,93.56,,645,433,,1,,6/16/2024,16:38:43,21,38,47
58.9,,34.3,,93.74,,647,431,,1,,6/16/2024,16:38:50,23,40,50
58.8,,34.2,,93.56,,644,427,,1,,6/16/2024,16:38:57,25,44,51
58.8,,34.2,,93.56,,642,426,,1,,6/16/2024,16:39:04,26,43,47
58.8,,34.2,,93.56,,642,436,,1,,6/16/2024,16:39:11,29,44,45
58.8,,34.3,,93.74,,652,439,,1,,6/16/2024,16:39:18,25,40,46
58.9,,34.3,,93.74,,646,433,,1,,6/16/2024,16:39:25,23,41,46
58.8,,34.2,,93.56,,645,435,,1,,6/16/2024,16:39:32,21,40,43
58.7,,34.2,,93.56,,644,436,,1,,6/16/2024,16:39:39,23,42,47
58.9,,34.3,,93.74,,652,435,,1,,6/16/2024,16:39:47,21,43,45
58.8,,34.3,,93.74,,643,435,,1,,6/16/2024,16:39:54,25,46,51
58.8,,34.2,,93.56,,658,433,,1,,6/16/2024,16:40:01,26,44,50
58.8,,34.2,,93.56,,642,434,,1,,6/16/2024,16:40:08,9,26,32
58.7,,34.2,,93.56,,650,433,,1,,6/16/2024,16:40:15,1,15,18
58.7,,34.3,,93.74,,645,434,,1,,6/16/2024,16:40:22,7,21,21
58.6,,34.3,,93.74,,654,433,,1,,6/16/2024,16:40:29,12,26,28
58.9,,34.3,,93.74,,98,441,,1,,6/16/2024,16:40:36,19,37,38
58.5,,34.3,,93.74,,95,431,,1,,6/16/2024,16:40:43,11,31,40
58.6,,34.3,,93.74,,95,423,,1,,6/16/2024,16:40:50,4,23,31
58.3,,34.4,,93.92,,95,425,,1,,6/16/2024,16:40:57,8,26,30
58.5,,34.3,,93.74,,95,428,,1,,6/16/2024,16:41:04,20,36,36
58.4,,34.3,,93.74,,96,425,,1,,6/16/2024,16:41:11,23,43,47
58.4,,34.3,,93.74,,96,423,,1,,6/16/2024,16:41:18,26,47,56
58.4,,34.4,,93.92,,96,423,,1,,6/16/2024,16:41:25,27,46,56
58.3,,34.3,,93.74,,96,422,,1,,6/16/2024,16:41:32,25,44,48
58.4,,34.4,,93.92,,96,417,,1,,6/16/2024,16:41:39,22,40,43
58.4,,34.3,,93.74,,96,426,,1,,6/16/2024,16:41:46,24,39,42
58.4,,34.3,,93.74,,96,427,,1,,6/16/2024,16:41:53,21,42,43
58.2,,34.3,,93.74,,95,429,,1,,6/16/2024,16:42:00,23,44,47
58.3,,34.4,,93.92,,96,427,,1,,6/16/2024,16:42:07,11,27,30
58.3,,34.3,,93.74,,96,424,,1,,6/16/2024,16:42:14,2,19,21
58.4,,34.4,,93.92,,96,426,,1,,6/16/2024,16:42:21,10,28,32
58.4,,34.3,,93.74,,96,426,,1,,6/16/2024,16:42:28,20,38,42
58.4,,34.2,,93.56,,96,423,,1,,6/16/2024,16:42:35,24,43,50
58.4,,34.2,,93.56,,96,424,,1,,6/16/2024,16:42:42,24,46,52
58.4,,34.2,,93.56,,701,422,,1,,6/16/2024,16:42:49,25,45,47
58.5,,34.2,,93.56,,701,420,,1,,6/16/2024,16:42:56,25,43,50
58.4,,34.2,,93.56,,701,418,,1,,6/16/2024,16:43:03,9,26,31
58.4,,34.2,,93.56,,701,415,,1,,6/16/2024,16:43:11,1,19,20
58.4,,34.2,,93.56,,701,415,,1,,6/16/2024,16:43:18,10,29,33
58.5,,34.2,,93.56,,700,415,,1,,6/16/2024,16:43:25,20,38,43
58.5,,34.2,,93.56,,700,412,,1,,6/16/2024,16:43:32,22,40,50
58.5,,34.1,,93.38,,700,412,,1,,6/16/2024,16:43:39,23,43,52
58.6,,34.2,,93.56,,699,413,,1,,6/16/2024,16:43:46,23,44,48
58.6,,34.2,,93.56,,696,412,,1,,6/16/2024,16:43:53,21,40,41
58.6,,34.2,,93.56,,694,410,,1,,6/16/2024,16:44:00,23,38,39
58.7,,34.1,,93.38,,692,407,,1,,6/16/2024,16:44:07,26,41,41
58.6,,34.1,,93.38,,690,410,,1,,6/16/2024,16:44:14,24,39,39
58.6,,34.1,,93.38,,688,411,,1,,6/16/2024,16:44:21,24,42,45
58.4,,34.2,,93.56,,688,410,,1,,6/16/2024,16:44:28,12,33,37
58.5,,34.2,,93.56,,652,409,,1,,6/16/2024,16:44:35,6,27,31
58.6,,34.2,,93.56,,643,410,,1,,6/16/2024,16:44:42,12,32,37
58.4,,34.1,,93.38,,637,407,,1,,6/16/2024,16:44:49,22,44,48
58.6,,34.2,,93.56,,642,405,,1,,6/16/2024,16:44:56,22,43,49
58.3,,34.1,,93.38,,633,406,,1,,6/16/2024,16:45:03,18,38,40
58.4,,34.2,,93.56,,639,406,,1,,6/16/2024,16:45:10,15,35,37
58.3,,34.2,,93.56,,648,408,,1,,6/16/2024,16:45:17,17,36,38
58.5,,34.2,,93.56,,645,407,,1,,6/16/2024,16:45:24,17,36,36
58.3,,34.1,,93.38,,651,406,,1,,6/16/2024,16:45:31,17,35,35
58.4,,34.2,,93.56,,650,406,,1,,6/16/2024,16:45:38,21,38,41
58.3,,34.2,,93.56,,651,402,,1,,6/16/2024,16:45:45,23,41,47
58.3,,34.1,,93.38,,649,402,,1,,6/16/2024,16:45:52,22,42,49
58.3,,34.1,,93.38,,645,402,,1,,6/16/2024,16:45:59,10,26,34
58.2,,34.2,,93.56,,647,400,,1,,6/16/2024,16:46:06,3,20,28
58.1,,34.2,,93.56,,664,400,,1,,6/16/2024,16:46:13,8,28,33
58.3,,34.2,,93.56,,659,402,,1,,6/16/2024,16:46:20,17,36,39
58.1,,34.2,,93.56,,655,402,,1,,6/16/2024,16:46:27,23,40,44
58.2,,34.2,,93.56,,659,401,,1,,6/16/2024,16:46:35,25,39,43
58,,34.2,,93.56,,655,402,,1,,6/16/2024,16:46:42,24,39,46
58.1,,34.2,,93.56,,652,401,,1,,6/16/2024,16:46:49,25,44,51
58.1,,34.3,,93.74,,653,399,,1,,6/16/2024,16:46:56,25,44,50
58.2,,34.3,,93.74,,653,400,,1,,6/16/2024,16:47:03,19,37,41
58.1,,34.3,,93.74,,648,398,,1,,6/16/2024,16:47:10,13,32,37
58.1,,34.2,,93.56,,656,398,,1,,6/16/2024,16:47:17,15,35,41
58.2,,34.2,,93.56,,653,396,,1,,6/16/2024,16:47:24,9,31,33
58.1,,34.2,,93.56,,653,394,,1,,6/16/2024,16:47:31,3,25,25
58.2,,34.2,,93.56,,647,395,,1,,6/16/2024,16:47:38,10,28,34
58.1,,34.2,,93.56,,647,393,,1,,6/16/2024,16:47:45,20,35,48
58.2,,34.2,,93.56,,646,394,,1,,6/16/2024,16:47:52,24,42,50
58.2,,34.3,,93.74,,653,391,,1,,6/16/2024,16:47:59,23,41,43
58.2,,34.2,,93.56,,649,392,,1,,6/16/2024,16:48:06,21,40,42
58.2,,34.2,,93.56,,661,392,,1,,6/16/2024,16:48:13,22,41,43
58.2,,34.2,,93.56,,646,392,,1,,6/16/2024,16:48:20,12,27,28
58.2,,34.2,,93.56,,664,394,,1,,6/16/2024,16:48:27,4,18,19
58.3,,34.2,,93.56,,650,397,,1,,6/16/2024,16:48:34,9,25,28
58.3,,34.2,,93.56,,650,399,,1,,6/16/2024,16:48:41,17,36,40
58.2,,34.2,,93.56,,90,399,,1,,6/16/2024,16:48:48,26,47,51
58.2,,34.2,,93.56,,92,399,,1,,6/16/2024,16:48:55,23,43,44
58.2,,34.2,,93.56,,90,397,,1,,6/16/2024,16:49:02,23,45,45
58.3,,34.2,,93.56,,91,396,,1,,6/16/2024,16:49:09,26,48,51
58.1,,34.1,,93.38,,91,393,,1,,6/16/2024,16:49:16,25,42,47
58.2,,34.1,,93.38,,92,392,,1,,6/16/2024,16:49:23,25,41,43
58.4,,34.2,,93.56,,92,392,,1,,6/16/2024,16:49:30,23,45,47
58.5,,34.2,,93.56,,93,393,,1,,6/16/2024,16:49:37,26,47,49
58.2,,34.1,,93.38,,92,396,,1,,6/16/2024,16:49:44,23,42,43
58.2,,34.2,,93.56,,91,397,,1,,6/16/2024,16:49:51,26,45,48
58.3,,34.2,,93.56,,93,396,,1,,6/16/2024,16:49:59,24,41,45
58.4,,34.1,,93.38,,92,396,,1,,6/16/2024,16:50:06,27,46,49
58.4,,34.1,,93.38,,92,395,,1,,6/16/2024,16:50:13,22,40,46
58.4,,34.2,,93.56,,92,396,,1,,6/16/2024,16:50:20,22,38,46
58.3,,34.2,,93.56,,93,394,,1,,6/16/2024,16:50:27,22,40,45
58.3,,34.2,,93.56,,93,390,,1,,6/16/2024,16:50:34,25,46,48
58.4,,34.2,,93.56,,94,384,,1,,6/16/2024,16:50:41,25,43,45
58.3,,34.2,,93.56,,95,387,,1,,6/16/2024,16:50:48,25,41,46
58.4,,34.1,,93.38,,95,388,,1,,6/16/2024,16:50:55,18,36,40
58.4,,34.1,,93.38,,94,390,,1,,6/16/2024,16:51:02,14,33,37
58.4,,34.1,,93.38,,93,389,,1,,6/16/2024,16:51:09,18,35,37
58.4,,34.1,,93.38,,92,387,,1,,6/16/2024,16:51:16,22,40,44
58.4,,34.1,,93.38,,94,390,,1,,6/16/2024,16:51:23,23,44,46
58.6,,34.1,,93.38,,95,392,,1,,6/16/2024,16:51:30,26,47,50
58.4,,34.1,,93.38,,94,392,,1,,6/16/2024,16:51:37,26,47,50
58.5,,34.1,,93.38,,93,394,,1,,6/16/2024,16:51:44,23,42,46
58.4,,34.1,,93.38,,92,387,,1,,6/16/2024,16:51:51,26,46,50
58.5,,34.2,,93.56,,92,390,,1,,6/16/2024,16:51:58,26,46,52
58.5,,34,,93.2,,93,388,,1,,6/16/2024,16:52:05,10,25,31
58.5,,34.1,,93.38,,93,389,,1,,6/16/2024,16:52:12,2,17,22
58.5,,34.1,,93.38,,94,389,,1,,6/16/2024,16:52:19,9,28,34
58.5,,34.1,,93.38,,93,391,,1,,6/16/2024,16:52:26,21,43,53
58.5,,34.1,,93.38,,92,388,,1,,6/16/2024,16:52:33,27,48,54
58.5,,34.1,,93.38,,92,386,,1,,6/16/2024,16:52:40,29,49,53
58.5,,34.1,,93.38,,94,388,,1,,6/16/2024,16:52:47,25,45,51
58.6,,34.1,,93.38,,96,390,,1,,6/16/2024,16:52:54,23,44,52
58.5,,34.1,,93.38,,94,392,,1,,6/16/2024,16:53:01,24,44,50
58.4,,34,,93.2,,93,386,,1,,6/16/2024,16:53:08,23,41,42
58.7,,34,,93.2,,92,384,,1,,6/16/2024,16:53:15,24,42,45
58.7,,34,,93.2,,93,388,,1,,6/16/2024,16:53:23,24,42,46
58.7,,34,,93.2,,96,390,,1,,6/16/2024,16:53:30,10,28,36
58.5,,34.1,,93.38,,96,380,,1,,6/16/2024,16:53:37,3,20,30
58.5,,34,,93.2,,95,387,,1,,6/16/2024,16:53:44,11,27,35
58.7,,34.1,,93.38,,91,390,,1,,6/16/2024,16:53:51,22,41,51
58.6,,34,,93.2,,91,389,,1,,6/16/2024,16:53:58,24,43,50
58.6,,34,,93.2,,91,391,,1,,6/16/2024,16:54:05,27,43,46
58.4,,34.1,,93.38,,91,387,,1,,6/16/2024,16:54:12,25,42,47
58.5,,34.1,,93.38,,91,388,,1,,6/16/2024,16:54:19,23,46,52
58.7,,34,,93.2,,91,389,,1,,6/16/2024,16:54:26,24,43,47
58.6,,34,,93.2,,92,388,,1,,6/16/2024,16:54:33,25,41,44
58.8,,34,,93.2,,94,389,,1,,6/16/2024,16:54:40,26,39,42
58.7,,34.1,,93.38,,94,385,,1,,6/16/2024,16:54:47,26,45,46
58.8,,34,,93.2,,93,386,,1,,6/16/2024,16:54:54,27,43,44
58.5,,34,,93.2,,92,388,,1,,6/16/2024,16:55:01,26,41,42
58.7,,34,,93.2,,92,387,,1,,6/16/2024,16:55:08,22,39,40
58.6,,34.1,,93.38,,92,390,,1,,6/16/2024,16:55:15,22,41,44
58.8,,34.1,,93.38,,92,380,,1,,6/16/2024,16:55:22,23,43,44
58.6,,34.1,,93.38,,92,387,,1,,6/16/2024,16:55:29,23,44,44
58.8,,34,,93.2,,91,384,,1,,6/16/2024,16:55:36,12,31,36
58.7,,34,,93.2,,91,380,,1,,6/16/2024,16:55:43,7,26,33
58.6,,34,,93.2,,91,378,,1,,6/16/2024,16:55:50,14,34,41
58.7,,34,,93.2,,91,382,,1,,6/16/2024,16:55:57,21,40,46
58.5,,34,,93.2,,93,382,,1,,6/16/2024,16:56:04,25,44,47
58.7,,34.1,,93.38,,91,384,,1,,6/16/2024,16:56:11,26,41,48
58.4,,34,,93.2,,91,382,,1,,6/16/2024,16:56:18,26,41,48
58.6,,34.1,,93.38,,93,380,,1,,6/16/2024,16:56:25,25,43,48
58.6,,34.1,,93.38,,92,382,,1,,6/16/2024,16:56:32,24,46,52
58.7,,34.1,,93.38,,92,384,,1,,6/16/2024,16:56:39,24,43,48
58.6,,34.1,,93.38,,92,384,,1,,6/16/2024,16:56:47,25,44,46
58.6,,34.1,,93.38,,92,385,,1,,6/16/2024,16:56:54,24,46,50
58.5,,34.1,,93.38,,91,388,,1,,6/16/2024,16:57:01,21,43,45
58.5,,34.1,,93.38,,92,387,,1,,6/16/2024,16:57:08,23,44,49
58.6,,34.1,,93.38,,91,389,,1,,6/16/2024,16:57:15,10,32,38
58.5,,34.1,,93.38,,93,373,,1,,6/16/2024,16:57:22,4,25,26
58.6,,34.1,,93.38,,92,368,,1,,6/16/2024,16:57:29,11,26,27
58.6,,34,,93.2,,92,370,,1,,6/16/2024,16:57:36,19,38,39
58.5,,34.1,,93.38,,92,368,,1,,6/16/2024,16:57:43,25,47,48
58.6,,34.1,,93.38,,92,364,,1,,6/16/2024,16:57:50,28,48,49
58.5,,34.1,,93.38,,92,383,,1,,6/16/2024,16:57:57,30,49,51
58.5,,34.1,,93.38,,92,391,,1,,6/16/2024,16:58:04,26,43,45
58.6,,34.1,,93.38,,92,397,,1,,6/16/2024,16:58:11,26,43,44
58.6,,34.1,,93.38,,92,400,,1,,6/16/2024,16:58:18,24,42,45
58.6,,34.2,,93.56,,91,399,,1,,6/16/2024,16:58:25,8,26,34
58.6,,34.1,,93.38,,92,397,,1,,6/16/2024,16:58:32,3,23,29
59.4,,34,,93.2,,94,412,,1,,6/16/2024,16:31:41,7,26,32
59.6,,34,,93.2,,91,426,,1,,6/16/2024,16:31:48,13,31,36
59.6,,34,,93.2,,93,423,,1,,6/16/2024,16:31:55,19,34,39
59.4,,34.1,,93.38,,92,413,,1,,6/16/2024,16:32:02,10,28,30
59.5,,34,,93.2,,91,419,,1,,6/16/2024,16:32:09,2,21,24
59.5,,34,,93.2,,94,421,,1,,6/16/2024,16:32:16,7,22,23
59.5,,34.1,,93.38,,92,424,,1,,6/16/2024,16:32:23,11,27,28
59.5,,34.1,,93.38,,93,419,,1,,6/16/2024,16:32:30,16,33,33
59.4,,34.1,,93.38,,92,415,,1,,6/16/2024,16:32:37,9,26,29
59.4,,34,,93.2,,92,415,,1,,6/16/2024,16:32:44,6,20,24
59.5,,34,,93.2,,93,406,,1,,6/16/2024,16:32:51,19,36,38
59.4,,34.1,,93.38,,94,408,,1,,6/16/2024,16:32:58,22,40,43
59.5,,34.1,,93.38,,93,410,,1,,6/16/2024,16:33:06,24,44,48
59.5,,34,,93.2,,93,409,,1,,6/16/2024,16:33:13,12,32,39
59.5,,34,,93.2,,96,407,,1,,6/16/2024,16:33:20,3,20,28
59.6,,34,,93.2,,99,409,,1,,6/16/2024,16:33:27,7,25,32
59.5,,34,,93.2,,97,407,,1,,6/16/2024,16:33:34,14,31,36
59.8,,34.1,,93.38,,97,405,,1,,6/16/2024,16:33:41,21,39,47
59.7,,34,,93.2,,97,406,,1,,6/16/2024,16:33:48,21,41,48
59.5,,34.1,,93.38,,97,417,,1,,6/16/2024,16:33:55,24,43,48
59.5,,34,,93.2,,96,410,,1,,6/16/2024,16:34:02,24,41,47
59.4,,34,,93.2,,97,406,,1,,6/16/2024,16:34:09,20,33,39
59.4,,34.1,,93.38,,97,405,,1,,6/16/2024,16:34:16,2,20,30
59.5,,34.1,,93.38,,96,403,,1,,6/16/2024,16:34:23,1,21,30
59.3,,34,,93.2,,96,408,,1,,6/16/2024,16:34:30,6,26,30
59.4,,34.1,,93.38,,96,407,,1,,6/16/2024,16:34:37,15,32,35
59.4,,34.1,,93.38,,96,407,,1,,6/16/2024,16:34:44,27,42,44
59.5,,34.1,,93.38,,95,405,,1,,6/16/2024,16:34:51,25,40,42
59.4,,34.1,,93.38,,96,413,,1,,6/16/2024,16:34:58,24,40,43
59.6,,34,,93.2,,98,410,,1,,6/16/2024,16:35:05,25,42,46
59.5,,34.1,,93.38,,98,404,,1,,6/16/2024,16:35:12,26,44,49
60.7,,34.1,,93.38,,97,413,,1,,6/16/2024,16:35:19,25,45,48
59.5,,34.1,,93.38,,96,418,,1,,6/16/2024,16:35:26,25,43,47
