Humidity (%),,temp c,,temp f,,voc,co2-analog,,co2-digital,,date,time,PM1.0,PM2.5,PM10
69.5,,32.6,,90.68,,99,380,,1,,6/5/2024,3:01:26,41,70,85
69.4,,32.6,,90.68,,98,380,,1,,6/5/2024,3:01:33,40,69,74
69.2,,32.7,,90.86,,98,379,,1,,6/5/2024,3:01:40,39,65,70
69.1,,32.7,,90.86,,95,377,,0,,6/5/2024,3:01:47,36,62,68
69.1,,32.7,,90.86,,94,376,,1,,6/5/2024,3:01:54,37,59,63
69,,32.7,,90.86,,96,374,,0,,6/5/2024,3:02:01,33,56,61
68.9,,32.7,,90.86,,96,373,,1,,6/5/2024,3:02:08,34,59,67
68.9,,32.7,,90.86,,96,372,,0,,6/5/2024,3:02:15,43,69,78
68.8,,32.8,,91.04,,96,371,,1,,6/5/2024,3:02:22,41,67,71
68.8,,32.8,,91.04,,96,370,,0,,6/5/2024,3:02:29,40,64,71
68.8,,32.7,,90.86,,96,369,,1,,6/5/2024,3:02:36,37,59,69
68.8,,32.8,,91.04,,96,369,,0,,6/5/2024,3:02:43,34,60,69
68.7,,32.9,,91.22,,95,368,,1,,6/5/2024,3:02:50,33,62,67
68.8,,32.9,,91.22,,95,367,,0,,6/5/2024,3:02:57,29,61,70
68.7,,32.9,,91.22,,98,366,,1,,6/5/2024,3:03:04,31,59,67
68.8,,32.8,,91.04,,711,366,,1,,6/5/2024,3:03:11,31,55,57
68.6,,32.9,,91.22,,715,365,,0,,6/5/2024,3:03:18,32,59,64
68.6,,32.9,,91.22,,705,365,,1,,6/5/2024,3:03:25,31,56,62
68.6,,32.9,,91.22,,711,365,,1,,6/5/2024,3:03:32,30,51,55
68.4,,32.9,,91.22,,711,364,,0,,6/5/2024,3:03:39,29,49,54
68.5,,32.9,,91.22,,699,364,,1,,6/5/2024,3:03:46,31,54,61
68.5,,33,,91.4,,709,364,,0,,6/5/2024,3:03:53,31,60,69
68.4,,33,,91.4,,710,363,,1,,6/5/2024,3:04:00,32,63,70
68.4,,32.9,,91.22,,689,364,,0,,6/5/2024,3:04:07,33,62,67
68.4,,32.9,,91.22,,692,364,,1,,6/5/2024,3:04:14,32,60,72
68.5,,33,,91.4,,687,363,,1,,6/5/2024,3:04:21,28,53,63
68.5,,33,,91.4,,670,363,,0,,6/5/2024,3:04:28,27,51,54
68.5,,33.1,,91.58,,678,364,,1,,6/5/2024,3:04:35,16,43,46
68.4,,33,,91.4,,680,363,,1,,6/5/2024,3:04:42,6,31,40
68.4,,33.1,,91.58,,684,363,,1,,6/5/2024,3:04:50,7,29,36
68.5,,33.1,,91.58,,94,362,,1,,6/5/2024,3:04:57,19,43,44
68.7,,32.9,,91.22,,95,368,,1,,6/5/2024,3:02:50,31,54,57
68.8,,32.9,,91.22,,95,367,,0,,6/5/2024,3:02:57,34,57,65
68.7,,32.9,,91.22,,98,366,,1,,6/5/2024,3:03:04,32,62,71
68.8,,32.8,,91.04,,711,366,,1,,6/5/2024,3:03:11,32,62,67
68.6,,32.9,,91.22,,715,365,,0,,6/5/2024,3:03:18,31,56,64
68.6,,32.9,,91.22,,705,365,,1,,6/5/2024,3:03:25,33,54,61
68.6,,32.9,,91.22,,711,365,,1,,6/5/2024,3:03:32,33,54,66
68.4,,32.9,,91.22,,711,364,,0,,6/5/2024,3:03:39,32,52,60
68.5,,32.9,,91.22,,699,364,,1,,6/5/2024,3:03:46,31,51,57
68.5,,33,,91.4,,709,364,,0,,6/5/2024,3:03:53,15,34,39
68.4,,33,,91.4,,710,363,,1,,6/5/2024,3:04:00,8,31,37
68.4,,32.9,,91.22,,689,364,,0,,6/5/2024,3:04:07,11,37,41
68.4,,32.9,,91.22,,692,364,,1,,6/5/2024,3:04:14,22,45,52
68.5,,33,,91.4,,687,363,,1,,6/5/2024,3:04:21,31,54,59
68.5,,33,,91.4,,670,363,,0,,6/5/2024,3:04:28,32,56,61
68.5,,33.1,,91.58,,678,364,,1,,6/5/2024,3:04:35,30,54,63
68.4,,33,,91.4,,680,363,,1,,6/5/2024,3:04:42,27,54,62
68.4,,33.1,,91.58,,684,363,,1,,6/5/2024,3:04:50,26,55,60
68.5,,33.1,,91.58,,94,362,,1,,6/5/2024,3:04:57,16,41,45
68.4,,33.1,,91.58,,94,362,,0,,6/5/2024,3:05:04,14,46,52
68.3,,33,,91.4,,97,361,,1,,6/5/2024,3:05:11,1333,1359,1363
68.3,,33,,91.4,,98,361,,1,,6/5/2024,3:05:18,2994,3203,3338
68.3,,33,,91.4,,95,360,,0,,6/5/2024,3:05:25,2752,3409,3752
68.3,,33,,91.4,,96,359,,1,,6/5/2024,3:05:32,2712,3034,3171
68.3,,33,,91.4,,95,358,,0,,6/5/2024,3:05:39,3663,3813,3876
68.3,,33,,91.4,,95,358,,1,,6/5/2024,3:05:46,4518,4584,4604
68.4,,33,,91.4,,95,359,,1,,6/5/2024,3:05:53,2720,3112,3190
68.4,,33.1,,91.58,,96,360,,0,,6/5/2024,3:06:00,487,968,1092
68.3,,33,,91.4,,97,360,,1,,6/5/2024,3:06:07,1394,2226,3142
68.3,,33,,91.4,,96,361,,0,,6/5/2024,3:06:14,1284,2030,2853
68.4,,33,,91.4,,97,360,,1,,6/5/2024,3:06:21,210,327,336
68.3,,33,,91.4,,97,360,,1,,6/5/2024,3:06:28,146,225,231
68.5,,33.1,,91.58,,96,360,,1,,6/5/2024,3:06:35,107,187,190
68.3,,33,,91.4,,96,361,,0,,6/5/2024,3:06:56,1644,2401,2701
68.3,,33,,91.4,,98,361,,1,,6/5/2024,3:07:03,1642,2424,2696
68.4,,33,,91.4,,97,361,,1,,6/5/2024,3:07:10,120,355,362
68.3,,33,,91.4,,97,360,,0,,6/5/2024,3:07:17,62,148,161
68.4,,33,,91.4,,97,360,,1,,6/5/2024,3:07:24,62,119,128
68.4,,33,,91.4,,96,361,,0,,6/5/2024,3:07:31,71,115,120
68.4,,33.1,,91.58,,96,360,,1,,6/5/2024,3:07:38,68,115,122
68.4,,33.1,,91.58,,96,361,,0,,6/5/2024,3:07:45,69,121,128
68.3,,33.1,,91.58,,96,360,,1,,6/5/2024,3:07:52,65,113,119
68.4,,33.1,,91.58,,96,361,,0,,6/5/2024,3:07:59,38,82,86
68.4,,33.1,,91.58,,96,360,,1,,6/5/2024,3:08:06,25,70,73
68.2,,33.1,,91.58,,95,360,,0,,6/5/2024,3:08:14,34,69,69
68.3,,33.1,,91.58,,96,360,,1,,6/5/2024,3:08:21,54,86,87
68.3,,33.1,,91.58,,95,360,,0,,6/5/2024,3:08:28,54,92,94
68.5,,33.1,,91.58,,97,360,,1,,6/5/2024,3:08:35,50,81,83
68.4,,33,,91.4,,96,360,,0,,6/5/2024,3:08:42,51,84,88
68.4,,33.1,,91.58,,97,359,,0,,6/5/2024,3:08:49,48,85,91
68.3,,33.1,,91.58,,97,358,,1,,6/5/2024,3:08:56,48,87,91
68.3,,33.1,,91.58,,96,358,,1,,6/5/2024,3:09:03,36,77,79
68.3,,33.1,,91.58,,95,359,,0,,6/5/2024,3:09:10,22,68,69
68.3,,33.2,,91.76,,96,359,,0,,6/5/2024,3:09:17,29,69,70
68.3,,33.2,,91.76,,97,359,,1,,6/5/2024,3:09:24,41,72,78
68.2,,33.2,,91.76,,97,359,,1,,6/5/2024,3:09:31,51,85,93
68.2,,33.1,,91.58,,96,359,,1,,6/5/2024,3:09:38,52,86,88
68.4,,33.2,,91.76,,96,359,,0,,6/5/2024,3:09:45,48,83,84
68.3,,33.1,,91.58,,96,359,,0,,6/5/2024,3:09:52,46,84,87
68.4,,33.1,,91.58,,96,359,,0,,6/5/2024,3:09:59,30,64,67
68.5,,33.1,,91.58,,94,359,,1,,6/5/2024,3:10:06,15,48,51
68.5,,33.1,,91.58,,95,360,,1,,6/5/2024,3:10:13,17,46,49
68.4,,33.1,,91.58,,96,359,,1,,6/5/2024,3:10:20,16,45,48
68.5,,33.1,,91.58,,95,360,,1,,6/5/2024,3:10:13,13,43,50
68.4,,33.1,,91.58,,96,359,,1,,6/5/2024,3:10:20,23,51,59
68.6,,33.1,,91.58,,96,359,,1,,6/5/2024,3:10:27,35,64,69
68.5,,33.1,,91.58,,95,359,,1,,6/5/2024,3:10:34,36,64,66
68.5,,33.1,,91.58,,96,358,,0,,6/5/2024,3:10:41,38,67,72
68.5,,33.1,,91.58,,95,359,,0,,6/5/2024,3:10:48,38,63,71
68.6,,33.1,,91.58,,97,358,,1,,6/5/2024,3:10:55,39,63,65
68.4,,33.1,,91.58,,96,359,,1,,6/5/2024,3:11:02,39,61,65
68.6,,33.2,,91.76,,97,358,,0,,6/5/2024,3:11:09,24,49,54
68.6,,33.1,,91.58,,97,358,,1,,6/5/2024,3:11:16,11,42,48
68.6,,33.1,,91.58,,96,358,,0,,6/5/2024,3:11:23,16,45,49
68.5,,33.2,,91.76,,97,358,,1,,6/5/2024,3:11:30,29,54,56
68.4,,33.1,,91.58,,96,358,,0,,6/5/2024,3:11:38,36,64,72
68.4,,33.1,,91.58,,96,358,,1,,6/5/2024,3:11:45,39,65,76
68.5,,33.1,,91.58,,92,359,,1,,6/5/2024,3:11:52,37,68,77
68.4,,33.2,,91.76,,93,359,,0,,6/5/2024,3:11:59,35,62,74
68.5,,33.1,,91.58,,93,359,,1,,6/5/2024,3:12:06,37,62,71
68.5,,33.1,,91.58,,93,359,,0,,6/5/2024,3:12:13,34,61,68
68.6,,33.2,,91.76,,95,359,,1,,6/5/2024,3:12:20,30,56,63
68.5,,33.1,,91.58,,96,358,,0,,6/5/2024,3:12:27,29,56,57
68.6,,33.2,,91.76,,94,359,,1,,6/5/2024,3:12:34,22,51,51
68.6,,33.1,,91.58,,94,359,,0,,6/5/2024,3:12:41,14,47,48
68.6,,33.1,,91.58,,96,359,,1,,6/5/2024,3:12:48,16,42,43
68.6,,33,,91.4,,95,359,,1,,6/5/2024,3:12:55,30,53,55
68.6,,33.1,,91.58,,94,359,,0,,6/5/2024,3:13:02,37,60,62
68.7,,33.1,,91.58,,96,359,,1,,6/5/2024,3:13:09,40,61,64
68.6,,33.1,,91.58,,96,359,,0,,6/5/2024,3:13:16,35,54,60
68.8,,33.1,,91.58,,93,360,,1,,6/5/2024,3:13:23,32,54,59
68.7,,33.1,,91.58,,95,360,,1,,6/5/2024,3:13:30,32,56,58
68.5,,33.1,,91.58,,95,360,,0,,6/5/2024,3:13:37,36,63,66
68.6,,33.1,,91.58,,97,360,,1,,6/5/2024,3:13:44,33,59,62
68.7,,33.1,,91.58,,97,361,,0,,6/5/2024,3:13:51,32,57,60
68.7,,33.1,,91.58,,97,360,,1,,6/5/2024,3:13:58,13,39,51
68.6,,33.1,,91.58,,97,360,,1,,6/5/2024,3:13:44,6,28,36
68.7,,33.1,,91.58,,97,361,,0,,6/5/2024,3:13:51,15,35,37
68.7,,33.1,,91.58,,97,360,,1,,6/5/2024,3:13:58,30,55,57
68.6,,33.2,,91.76,,99,360,,0,,6/5/2024,3:14:05,32,59,65
68.7,,33.1,,91.58,,98,360,,1,,6/5/2024,3:14:12,34,59,66
68.7,,33.1,,91.58,,97,360,,0,,6/5/2024,3:14:19,34,62,68
68.6,,33.1,,91.58,,98,361,,1,,6/5/2024,3:14:26,35,62,67
68.7,,33.1,,91.58,,96,361,,0,,6/5/2024,3:14:33,33,56,58
68.6,,33.1,,91.58,,98,363,,1,,6/5/2024,3:14:40,32,56,57
68.7,,33.1,,91.58,,98,362,,0,,6/5/2024,3:14:47,31,59,62
68.8,,33.2,,91.76,,99,362,,1,,6/5/2024,3:14:54,29,55,59
68.6,,33.2,,91.76,,98,364,,1,,6/5/2024,3:15:02,30,52,56
68.7,,33.2,,91.76,,97,365,,0,,6/5/2024,3:15:09,33,55,60
68.7,,33.1,,91.58,,99,364,,1,,6/5/2024,3:15:16,37,64,72
68.7,,33.2,,91.76,,98,362,,0,,6/5/2024,3:15:23,32,59,64
68.7,,33.1,,91.58,,98,362,,0,,6/5/2024,3:15:30,32,59,61
68.7,,33.2,,91.76,,98,362,,1,,6/5/2024,3:15:37,36,60,63
68.8,,33.1,,91.58,,98,362,,0,,6/5/2024,3:15:44,37,63,66
68.6,,33.2,,91.76,,98,362,,1,,6/5/2024,3:15:51,36,63,68
68.6,,33.1,,91.58,,98,362,,0,,6/5/2024,3:15:58,34,63,65
68.7,,33.1,,91.58,,98,361,,1,,6/5/2024,3:16:05,31,59,64
68.8,,33.2,,91.76,,98,361,,1,,6/5/2024,3:16:12,29,54,59
68.7,,33.2,,91.76,,98,361,,1,,6/5/2024,3:16:19,30,56,59
68.7,,33.1,,91.58,,99,361,,0,,6/5/2024,3:16:26,31,56,61
68.6,,33.2,,91.76,,99,360,,1,,6/5/2024,3:16:33,31,51,56
68.8,,33.2,,91.76,,99,361,,0,,6/5/2024,3:16:40,36,57,59
68.9,,33.1,,91.58,,99,360,,1,,6/5/2024,3:16:47,37,60,61
68.7,,33.1,,91.58,,98,361,,0,,6/5/2024,3:16:54,31,52,54
68.9,,33.1,,91.58,,98,358,,1,,6/5/2024,3:17:01,31,57,61
68.9,,33.1,,91.58,,97,357,,0,,6/5/2024,3:17:08,32,59,65
68.9,,33.1,,91.58,,97,353,,1,,6/5/2024,3:17:15,33,57,62
68.9,,33,,91.4,,96,343,,0,,6/5/2024,3:17:22,30,53,58
69,,33.1,,91.58,,98,353,,1,,6/5/2024,3:17:29,31,55,62
69.1,,33.1,,91.58,,98,358,,0,,6/5/2024,3:17:36,32,59,65
69.2,,33,,91.4,,98,363,,1,,6/5/2024,3:18:11,31,54,57
69.2,,33,,91.4,,98,364,,1,,6/5/2024,3:18:19,33,54,59
69.4,,33,,91.4,,98,365,,0,,6/5/2024,3:18:26,34,56,60
69.2,,33.1,,91.58,,97,365,,1,,6/5/2024,3:18:33,34,56,62
69.3,,33,,91.4,,97,365,,0,,6/5/2024,3:18:40,30,54,59
69.2,,33,,91.4,,98,364,,1,,6/5/2024,3:18:47,30,55,55
69.3,,33,,91.4,,97,364,,0,,6/5/2024,3:18:54,33,54,55
69.3,,33,,91.4,,97,363,,1,,6/5/2024,3:19:01,36,60,64
69.3,,33,,91.4,,98,364,,0,,6/5/2024,3:19:08,35,64,70
69.1,,33,,91.4,,97,363,,1,,6/5/2024,3:19:15,35,58,64
69.2,,33,,91.4,,97,361,,0,,6/5/2024,3:19:22,30,49,54
69.2,,33,,91.4,,97,361,,1,,6/5/2024,3:19:29,29,51,54
69.2,,33.1,,91.58,,98,363,,0,,6/5/2024,3:19:36,33,53,54
69.3,,33.1,,91.58,,98,363,,1,,6/5/2024,3:19:43,29,47,48
68.9,,33.1,,91.58,,98,362,,0,,6/5/2024,3:19:50,29,47,50
69,,33.1,,91.58,,98,362,,1,,6/5/2024,3:19:57,19,38,41
69.1,,33,,91.4,,97,360,,0,,6/5/2024,3:20:04,13,37,41
69.1,,33,,91.4,,98,358,,1,,6/5/2024,3:20:11,18,43,49
69.1,,33.1,,91.58,,97,352,,0,,6/5/2024,3:20:18,28,47,55
69.1,,33.1,,91.58,,98,358,,1,,6/5/2024,3:20:25,35,55,59
69.2,,33.1,,91.58,,99,359,,1,,6/5/2024,3:20:32,34,54,56
69,,33.1,,91.58,,96,352,,0,,6/5/2024,3:20:39,32,53,55
69,,33.1,,91.58,,96,352,,1,,6/5/2024,3:20:46,31,53,54
69.1,,33,,91.4,,95,354,,1,,6/5/2024,3:20:53,30,50,53
68.8,,33.1,,91.58,,95,355,,0,,6/5/2024,3:21:00,28,50,54
69,,33.1,,91.58,,95,356,,0,,6/5/2024,3:21:07,30,52,55
69.1,,33,,91.4,,95,360,,1,,6/5/2024,3:21:14,35,58,61
69.1,,33.1,,91.58,,93,354,,0,,6/5/2024,3:21:21,35,59,63
69,,33.1,,91.58,,95,359,,0,,6/5/2024,3:21:28,27,46,50
69,,33.1,,91.58,,94,354,,1,,6/5/2024,3:21:35,27,44,47
68.9,,33.2,,91.76,,95,364,,1,,6/5/2024,3:21:42,29,49,50
68.9,,33.2,,91.76,,95,366,,0,,6/5/2024,3:21:50,30,51,52
68.9,,33.2,,91.76,,94,367,,1,,6/5/2024,3:21:57,16,33,34
68.8,,33.2,,91.76,,94,367,,1,,6/5/2024,3:22:04,6,27,29
69,,33.2,,91.76,,94,367,,0,,6/5/2024,3:22:11,14,35,37
69,,33.2,,91.76,,95,366,,1,,6/5/2024,3:22:18,27,45,51
68.9,,33.2,,91.76,,94,365,,0,,6/5/2024,3:22:25,28,50,52
68.9,,33.2,,91.76,,95,365,,1,,6/5/2024,3:22:32,29,49,56
68.9,,33.2,,91.76,,95,366,,0,,6/5/2024,3:22:39,31,51,57
69,,33.2,,91.76,,96,366,,0,,6/5/2024,3:22:46,30,55,58
69.1,,33.2,,91.76,,96,366,,1,,6/5/2024,3:22:53,12,37,41
69.2,,33.1,,91.58,,96,365,,0,,6/5/2024,3:23:00,8,29,32
69.1,,33.2,,91.76,,96,366,,1,,6/5/2024,3:23:07,11,32,32
69.1,,33.2,,91.76,,95,365,,0,,6/5/2024,3:23:14,21,40,43
69.1,,33.1,,91.58,,96,366,,1,,6/5/2024,3:23:21,25,48,53
69.2,,33.2,,91.76,,96,366,,0,,6/5/2024,3:23:28,27,51,60
69.2,,33.1,,91.58,,95,365,,1,,6/5/2024,3:23:35,33,53,62
69.2,,33.1,,91.58,,97,365,,1,,6/5/2024,3:23:42,33,52,57
69.3,,33.1,,91.58,,97,365,,0,,6/5/2024,3:23:49,31,53,61
69.3,,33.1,,91.58,,95,365,,1,,6/5/2024,3:23:56,30,51,60
69.5,,33.1,,91.58,,95,365,,1,,6/5/2024,3:24:03,31,55,65
69.6,,33,,91.4,,95,366,,0,,6/5/2024,3:24:10,30,55,63
69.4,,33.1,,91.58,,96,366,,1,,6/5/2024,3:24:17,29,55,61
69.5,,33,,91.4,,96,365,,0,,6/5/2024,3:24:24,11,35,38
69.5,,33,,91.4,,97,363,,1,,6/5/2024,3:24:31,3,25,27
69.4,,33,,91.4,,96,362,,0,,6/5/2024,3:24:38,11,32,34
69.6,,33.1,,91.58,,96,363,,1,,6/5/2024,3:24:45,23,44,45
69.5,,33,,91.4,,96,363,,0,,6/5/2024,3:24:52,30,52,55
69.6,,33,,91.4,,95,362,,1,,6/5/2024,3:24:59,30,52,55
69.6,,33.1,,91.58,,95,362,,0,,6/5/2024,3:25:06,30,48,51
69.6,,33.1,,91.58,,96,364,,1,,6/5/2024,3:25:14,27,44,46
69.5,,33,,91.4,,96,366,,0,,6/5/2024,3:25:21,28,49,50
69.7,,33,,91.4,,96,366,,0,,6/5/2024,3:25:28,29,50,51
69.7,,33.1,,91.58,,97,366,,1,,6/5/2024,3:25:35,27,49,52
69.6,,33,,91.4,,96,366,,1,,6/5/2024,3:25:42,28,53,56
69.7,,33,,91.4,,96,366,,0,,6/5/2024,3:25:49,32,58,65
69.6,,32.9,,91.22,,96,366,,0,,6/5/2024,3:25:56,27,56,65
69.8,,33,,91.4,,95,366,,1,,6/5/2024,3:26:03,28,54,60
69.8,,32.9,,91.22,,96,365,,1,,6/5/2024,3:26:10,31,55,59
69.7,,33,,91.4,,96,364,,1,,6/5/2024,3:26:17,29,49,56
69.9,,32.9,,91.22,,96,364,,1,,6/5/2024,3:26:24,27,50,59
70,,32.9,,91.22,,99,365,,1,,6/5/2024,3:26:31,28,49,51
70.2,,32.9,,91.22,,98,364,,1,,6/5/2024,3:26:38,29,49,54
69.7,,33,,91.4,,96,366,,0,,6/5/2024,3:25:28,27,45,49
69.7,,33.1,,91.58,,97,366,,1,,6/5/2024,3:25:35,29,49,54
69.6,,33,,91.4,,96,366,,1,,6/5/2024,3:25:42,28,48,56
69.7,,33,,91.4,,96,366,,0,,6/5/2024,3:25:49,28,46,50
69.6,,32.9,,91.22,,96,366,,0,,6/5/2024,3:25:56,30,50,52
69.8,,33,,91.4,,95,366,,1,,6/5/2024,3:26:03,28,48,50
69.8,,32.9,,91.22,,96,365,,1,,6/5/2024,3:26:10,29,50,53
69.7,,33,,91.4,,96,364,,1,,6/5/2024,3:26:17,30,52,59
69.9,,32.9,,91.22,,96,364,,1,,6/5/2024,3:26:24,30,52,57
70,,32.9,,91.22,,99,365,,1,,6/5/2024,3:26:31,30,49,54
70.2,,32.9,,91.22,,98,364,,1,,6/5/2024,3:26:38,30,45,56
69,,33.3,,91.33,,89,365,,1,,6/5/2024,3:26:40,31,45,55
59.5,,33.4,,92.12,,71,545,,1,,6/16/2024,13:39:56,29,42,47
59.4,,33.5,,92.3,,73,543,,1,,6/16/2024,13:40:03,27,40,45
59.4,,33.5,,92.3,,77,539,,1,,6/16/2024,13:40:10,13,31,32
59.1,,33.5,,92.3,,74,537,,1,,6/16/2024,13:40:17,4,24,26
59.1,,33.5,,92.3,,77,535,,1,,6/16/2024,13:40:24,10,30,32
58.9,,33.6,,92.48,,75,533,,1,,6/16/2024,13:40:31,21,41,44
58.8,,33.5,,92.3,,73,532,,1,,6/16/2024,13:40:38,26,51,55
58.8,,33.6,,92.48,,78,530,,1,,6/16/2024,13:40:45,30,57,59
58.8,,33.6,,92.48,,74,528,,1,,6/16/2024,13:40:52,29,56,62
58.7,,33.7,,92.66,,75,526,,1,,6/16/2024,13:40:59,28,53,61
58.6,,33.6,,92.48,,74,526,,1,,6/16/2024,13:41:06,31,57,59
58.7,,33.6,,92.48,,73,525,,1,,6/16/2024,13:41:13,31,54,54
58.6,,33.6,,92.48,,73,523,,1,,6/16/2024,13:41:20,30,50,52
58.6,,33.6,,92.48,,74,520,,1,,6/16/2024,13:41:27,31,52,54
58.6,,33.7,,92.66,,605,518,,1,,6/16/2024,13:41:34,28,47,50
58.5,,33.6,,92.48,,607,516,,1,,6/16/2024,13:41:41,28,46,52
58.5,,33.6,,92.48,,616,517,,1,,6/16/2024,13:41:48,30,49,54
58.5,,33.6,,92.48,,625,515,,1,,6/16/2024,13:41:55,31,47,53
58.6,,33.6,,92.48,,601,515,,1,,6/16/2024,13:42:02,31,47,53
58.5,,33.6,,92.48,,598,515,,1,,6/16/2024,13:42:09,11,30,34
58.5,,33.6,,92.48,,593,513,,1,,6/16/2024,13:42:16,4,26,28
58.4,,33.7,,92.66,,590,510,,1,,6/16/2024,13:42:23,5,33,38
58.6,,33.6,,92.48,,597,510,,1,,6/16/2024,13:42:30,9,37,42
58.5,,33.6,,92.48,,578,508,,1,,6/16/2024,13:42:37,9,30,35
58.6,,33.6,,92.48,,591,507,,1,,6/16/2024,13:42:44,5,24,26
58.5,,33.6,,92.48,,599,507,,1,,6/16/2024,13:42:51,12,28,29
58.6,,33.6,,92.48,,597,504,,1,,6/16/2024,13:42:58,25,44,45
58.6,,33.6,,92.48,,604,504,,1,,6/16/2024,13:43:05,27,47,52
58.5,,33.6,,92.48,,603,503,,1,,6/16/2024,13:43:12,26,44,50
58.6,,33.6,,92.48,,588,503,,1,,6/16/2024,13:43:20,27,43,47
58.5,,33.6,,92.48,,610,503,,1,,6/16/2024,13:43:27,28,47,50
58.5,,33.6,,92.48,,602,502,,1,,6/16/2024,13:43:34,28,49,49
58.5,,33.5,,92.3,,608,501,,1,,6/16/2024,13:43:41,26,46,46
58.4,,33.6,,92.48,,601,498,,1,,6/16/2024,13:43:48,30,52,57
58.4,,33.5,,92.3,,605,498,,1,,6/16/2024,13:43:55,29,47,55
58.5,,33.6,,92.48,,603,495,,1,,6/16/2024,13:44:02,30,48,52
58.5,,33.6,,92.48,,604,496,,1,,6/16/2024,13:44:09,29,49,53
58.6,,33.6,,92.48,,602,495,,1,,6/16/2024,13:44:16,30,50,52
58.5,,33.5,,92.3,,589,495,,1,,6/16/2024,13:44:23,28,46,48
58.5,,33.6,,92.48,,590,490,,1,,6/16/2024,13:44:30,26,48,49
58.5,,33.6,,92.48,,621,489,,1,,6/16/2024,13:44:37,29,52,53
58.4,,33.6,,92.48,,602,487,,1,,6/16/2024,13:44:44,28,51,51
58.3,,33.6,,92.48,,584,489,,1,,6/16/2024,13:44:51,24,49,52
58.4,,33.6,,92.48,,587,491,,1,,6/16/2024,13:44:58,28,54,60
58.2,,33.5,,92.3,,578,489,,1,,6/16/2024,13:45:05,28,49,52
58.4,,33.7,,92.66,,69,481,,1,,6/16/2024,13:45:12,27,49,51
58.3,,33.6,,92.48,,619,479,,1,,6/16/2024,13:45:19,28,47,54
58.3,,33.6,,92.48,,611,478,,1,,6/16/2024,13:45:26,28,47,55
58.1,,33.7,,92.66,,611,475,,1,,6/16/2024,13:45:33,28,43,49
58.1,,33.6,,92.48,,609,470,,1,,6/16/2024,13:45:40,26,45,52
58.2,,33.6,,92.48,,626,472,,1,,6/16/2024,13:45:47,28,48,55
58,,33.7,,92.66,,620,472,,1,,6/16/2024,13:45:54,29,48,53
58,,33.7,,92.66,,605,471,,1,,6/16/2024,13:46:01,28,45,53
57.9,,33.6,,92.48,,620,471,,1,,6/16/2024,13:46:08,14,30,35
58,,33.7,,92.66,,614,467,,1,,6/16/2024,13:46:15,5,27,30
58,,33.7,,92.66,,606,471,,1,,6/16/2024,13:46:22,11,33,37
57.9,,33.7,,92.66,,609,475,,1,,6/16/2024,13:46:29,23,42,46
57.9,,33.7,,92.66,,610,469,,1,,6/16/2024,13:46:36,26,45,47
57.8,,33.7,,92.66,,608,466,,1,,6/16/2024,13:46:44,26,46,48
57.7,,33.7,,92.66,,606,466,,1,,6/16/2024,13:46:51,27,46,48
57.8,,33.7,,92.66,,599,464,,1,,6/16/2024,13:46:58,28,44,53
57.7,,33.7,,92.66,,618,465,,1,,6/16/2024,13:47:05,27,48,59
57.8,,33.7,,92.66,,608,466,,1,,6/16/2024,13:46:44,27,51,58
57.7,,33.7,,92.66,,606,466,,1,,6/16/2024,13:46:51,27,47,50
57.8,,33.7,,92.66,,599,464,,1,,6/16/2024,13:46:58,25,46,57
57.7,,33.7,,92.66,,618,465,,1,,6/16/2024,13:47:05,26,47,56
57.8,,33.8,,92.84,,611,462,,1,,6/16/2024,13:47:12,11,30,33
57.8,,33.7,,92.66,,72,461,,1,,6/16/2024,13:47:19,3,24,29
58,,33.7,,92.66,,72,459,,1,,6/16/2024,13:47:26,8,27,35
57.7,,33.7,,92.66,,73,459,,1,,6/16/2024,13:47:33,21,39,43
57.8,,33.7,,92.66,,647,461,,1,,6/16/2024,13:47:40,30,48,50
57.7,,33.8,,92.84,,604,462,,1,,6/16/2024,13:47:47,31,48,54
57.7,,33.8,,92.84,,605,464,,1,,6/16/2024,13:47:54,30,50,55
57.7,,33.7,,92.66,,607,462,,1,,6/16/2024,13:48:01,28,49,50
57.5,,33.8,,92.84,,607,470,,1,,6/16/2024,13:48:08,28,47,50
57.6,,33.8,,92.84,,73,468,,1,,6/16/2024,13:48:15,27,46,49
57.6,,33.7,,92.66,,73,472,,1,,6/16/2024,13:48:22,30,52,54
57.6,,33.7,,92.66,,73,476,,1,,6/16/2024,13:48:29,29,50,55
57.4,,33.8,,92.84,,74,476,,1,,6/16/2024,13:48:36,23,43,47
57.5,,33.8,,92.84,,73,478,,1,,6/16/2024,13:48:43,23,44,50
57.4,,33.8,,92.84,,74,479,,1,,6/16/2024,13:48:50,25,48,54
57.4,,33.8,,92.84,,73,480,,1,,6/16/2024,13:48:57,28,52,53
57.6,,33.8,,92.84,,72,480,,1,,6/16/2024,13:49:04,28,50,50
57.4,,33.8,,92.84,,72,474,,1,,6/16/2024,13:49:11,28,51,53
57.4,,33.8,,92.84,,74,471,,1,,6/16/2024,13:49:18,26,47,52
57.5,,33.8,,92.84,,72,470,,1,,6/16/2024,13:49:25,26,47,54
57.5,,33.8,,92.84,,72,472,,1,,6/16/2024,13:49:32,28,48,52
57.3,,33.9,,93.02,,74,471,,1,,6/16/2024,13:49:39,26,44,49
57.5,,33.8,,92.84,,74,471,,1,,6/16/2024,13:49:46,27,48,53
